TITLE,AUTHOR,FILEPATH
"The Fourth Massachusetts Cavalry in the Closing Scenes of the War for the Maintenance of the Union, from Richmond to Appomatox",['William B. Arnold'],./data/3/1/9/7/31977/31977.txt
The Tunnel Under The World,['Frederik Pohl'],./data/3/1/9/7/31979/31979.txt
Rough Translation,['Jean M. Janis'],./data/3/1/9/8/31980/31980.txt
The Eel,['Miriam Allen DeFord'],./data/3/1/9/8/31981/31981.txt
Dressed Game and Poultry a la Mode,['Harriet A. de Salis'],./data/3/1/9/8/31982/31982.txt
A Life Sentence,['Adeline Sergeant'],./data/3/1/9/8/31984/31984.txt
Perfect Control,['Richard Stockham'],./data/3/1/9/8/31985/31985.txt
No Charge for Alterations,['Horace Leonard Gold'],./data/3/1/9/8/31986/31986.txt
Territory in Bird Life,['H. Eliot Howard'],./data/3/1/9/8/31987/31987-0.txt
Territory in Bird Life,['H. Eliot Howard'],./data/3/1/9/8/31987/31987.txt
To Alaska for Gold,['Edward Stratemeyer'],./data/3/1/9/8/31989/31989.txt
A History of the Town of Fairfax,['Jeanne Johnson Rust'],./data/3/1/9/9/31990/31990.txt
Some of My War Stories,['Allen Ripley Foote'],./data/3/1/9/9/31991/31991.txt
Titanic,['Filson Young'],./data/3/1/9/9/31992/31992-0.txt
Titanic,['Filson Young'],./data/3/1/9/9/31992/31992.txt
'Round the yule-log: Christmas in Norway,['Peter Christen Asbjörnsen'],./data/3/1/9/9/31993/31993.txt
The Forests of Mount Rainier National Park,['Grenville F. Allen'],./data/3/1/9/9/31994/31994.txt
The Reluctant Weapon,['Howard L. Myers'],./data/3/1/9/9/31995/31995.txt
Is There a Santa Claus?,['Jacob A. Riis'],./data/3/1/9/9/31996/31996.txt
Miss Muffet's Christmas Party,['Samuel McChord Crothers'],./data/3/1/9/9/31997/31997.txt
A History of the Army Experience of William A. Canfield,['William A. Canfield'],./data/3/1/9/9/31998/31998.txt
The Natural Philosophy of William Gilbert and His Predecessors,['W. James King'],./data/3/1/9/9/31999/31999.txt
The Knights of Arthur,['Frederik Pohl'],./data/3/2/0/0/32004/32004.txt
Border Raids and Reivers,['Robert Borland'],./data/3/2/0/0/32005/32005.txt
Modern Substitutes for Christianity,['Pearson McAdam Muir'],./data/3/2/0/0/32006/32006.txt
The Spiritualists and the Detectives,['Allan Pinkerton'],./data/3/2/0/0/32007/32007-0.txt
The Spiritualists and the Detectives,['Allan Pinkerton'],./data/3/2/0/0/32007/32007.txt
A Feast of Demons,['William Morrison'],./data/3/2/0/1/32010/32010.txt
Special Delivery,['Damon Francis Knight'],./data/3/2/0/1/32011/32011.txt
"A Narrative of the Shipwreck, Captivity and Sufferings of Horace Holden and Benj. H. Nute",['Horace Holden'],./data/3/2/0/1/32012/32012.txt
"The Last Campaign of the Twenty-Second Regiment, N.G., S.N.Y. June and July, 1863",['George W. Wingate'],./data/3/2/0/1/32013/32013.txt
A Historic Sketch Lest We Forget Company E 26th Ohio Infantry,['Walden Kelly'],./data/3/2/0/1/32015/32015.txt
St. Paul's Epistle to the Ephesians,['Charles Gore '],./data/3/2/0/1/32016/32016.txt
"Company K, Twentieth Regiment, Illinois Volunteer Infantry",['Andrew Brown'],./data/3/2/0/1/32017/32017.txt
Jaw Musculature of the Mourning and White-winged Doves,['Robert L. Merz'],./data/3/2/0/1/32018/32018.txt
Stone's River,['Wilson J. Vance'],./data/3/2/0/1/32019/32019.txt
Island Life,['Alfred Russel Wallace'],./data/3/2/0/2/32021/32021.txt
A Problem in Greek Ethics,['John Addington Symonds'],./data/3/2/0/2/32022/32022-0.txt
A Problem in Greek Ethics,['John Addington Symonds'],./data/3/2/0/2/32022/32022.txt
The Boy's Voice,['J. Spencer Curwen'],./data/3/2/0/2/32023/32023.txt
The Motor Girls on the Coast,['Margaret Penrose'],./data/3/2/0/2/32024/32024.txt
Forget Me Nearly,['Floyd L. Wallace'],./data/3/2/0/2/32025/32025.txt
The World That Couldn't Be,['Clifford Donald Simak'],./data/3/2/0/2/32026/32026.txt
Banking,['William A. Scott'],./data/3/2/0/2/32027/32027.txt
The Battle of Stone River,['Henry Myron Kendall'],./data/3/2/0/2/32028/32028.txt
Seed of the Arctic Ice,['H.G. Winter'],./data/3/2/0/2/32029/32029.txt
Ancient Irish Poetry,['Various'],./data/3/2/0/3/32030/32030.txt
A Raw Recruit's War Experiences,['Ansel D. Nickerson'],./data/3/2/0/3/32031/32031.txt
Second Variety,['Philip Kindred Dick'],./data/3/2/0/3/32032/32032.txt
Vivisection,['Albert Leffingwell'],./data/3/2/0/3/32033/32033.txt
The Unprotected Species,['Melvin Sturgis'],./data/3/2/0/3/32036/32036.txt
Eureka:,['Edgar A. Poe'],./data/3/2/0/3/32037/32037-0.txt
Eureka:,['Edgar A. Poe'],./data/3/2/0/3/32037/32037.txt
The Flaming Mountain,['Harold Leland Goodwin'],./data/3/2/0/3/32038/32038.txt
The Third Day at Stone's River,['Gilbert C. Kniffin'],./data/3/2/0/3/32039/32039.txt
The Entire Project Gutenberg Works of Mark Twain,['Mark Twain '],./data/3/2/0/3200/3200.txt
 Moby Word II,"[' Grady Ward', 'grady@gradyward.com']",./data/3/2/0/3201/3201.txt
 Moby Thesaurus II,"[' Grady Ward', 'grady@gradyward.com']",./data/3/2/0/3202/3202.txt
 Moby Part-of-Speech II,"[' Grady Ward', 'grady@gradyward.com']",./data/3/2/0/3203/3203.txt
 Moby Hyphenator II,"[' Grady Ward', 'grady@gradyward.com']",./data/3/2/0/3204/3204.txt
 Moby Pronunciator II,"[' Grady Ward', 'grady@gradyward.com']",./data/3/2/0/3205/3205.txt
 Moby Language II,"[' Grady Ward', 'grady@gradyward.com']",./data/3/2/0/3206/3206.txt
Leviathan,['Thomas Hobbes'],./data/3/2/0/3207/3207.txt
Diplomatic Immunity,['Robert Sheckley'],./data/3/2/0/4/32040/32040.txt
One Man's Poison,['Robert Sheckley'],./data/3/2/0/4/32041/32041.txt
Captain Macedoine's Daughter,['William McFee'],./data/3/2/0/4/32042/32042.txt
Army of the Cumberland and the Battle of Stone's River,['Gilbert C. Kniffin'],./data/3/2/0/4/32043/32043.txt
Jimmy Kirkland and the Plot for a Pennant,['Hugh S. Fullerton'],./data/3/2/0/4/32044/32044.txt
The Boy Scouts in A Trapper's Camp,['Thornton W. Burgess'],./data/3/2/0/4/32045/32045.txt
Tales from the German,['Various'],./data/3/2/0/4/32046/32046.txt
Josephine,['John S.C. Abbott'],./data/3/2/0/4/32047/32047.txt
"Cottage Building in Cob, Pisé, Chalk and Clay",['Clough Williams-Ellis'],./data/3/2/0/4/32048/32048-0.txt
"Cottage Building in Cob, Pisé, Chalk and Clay",['Clough Williams-Ellis'],./data/3/2/0/4/32048/32048.txt
The Lay of Havelok the Dane,['Unknown'],./data/3/2/0/4/32049/32049-0.txt
The Plants of Michigan,['Henry Allan Gleason'],./data/3/2/0/5/32050/32050.txt
On the right of the British line,['Gilbert Nobbs'],./data/3/2/0/5/32051/32051.txt
Grenfell: Knight-Errant of the North,['Fullerton Waldo'],./data/3/2/0/5/32052/32052.txt
Happy House,['Jane D. Abbott'],./data/3/2/0/5/32053/32053.txt
Stamped Caution,['Raymond Zinke Gallun'],./data/3/2/0/5/32054/32054.txt
The Hand,['Gerald Allan Sohl'],./data/3/2/0/5/32055/32055.txt
Boys of The Fort,['Ralph Bonehill'],./data/3/2/0/5/32057/32057.txt
American Slave Trade,['Jesse Torrey'],./data/3/2/0/5/32058/32058.txt
The Pirates of Shan,['Harold Leland Goodwin'],./data/3/2/0/5/32059/32059.txt
"The Daltons, Volume I (of II)",['Charles James Lever'],./data/3/2/0/6/32061/32061.txt
"The Daltons, Volume II (of II)",['Charles James Lever'],./data/3/2/0/6/32062/32062.txt
"Encyclopaedia Britannica, 11th Edition, Volume 6, Slice 8",['Various'],./data/3/2/0/6/32063/32063.txt
The Wine-ghosts of Bremen,['Wilhelm Hauff'],./data/3/2/0/6/32064/32064.txt
The Fundamental Principles of Old and New World Civilizations,['Zelia Nuttall'],./data/3/2/0/6/32066/32066-0.txt
The Fundamental Principles of Old and New World Civilizations,['Zelia Nuttall'],./data/3/2/0/6/32066/32066.txt
Atom Drive,['Charles Louis Fontenay'],./data/3/2/0/6/32067/32067.txt
World of the Drone,['Robert Abernathy'],./data/3/2/0/6/32068/32068.txt
Letters from a Cat,['Helen Jackson'],./data/3/2/0/6/32069/32069.txt
Specimens of German Romance,['Carl Franz van der Velde'],./data/3/2/0/7/32070/32070.txt
The Banished,['Wilhelm Hauff'],./data/3/2/0/7/32071/32071.txt
"The Regular Brigade of the Fourteenth Army Corps, the Army of the Cumberland, in the Battle of Stone River, or Murfreesboro', Tennessee",['Frederick Phisterer'],./data/3/2/0/7/32073/32073.txt
Book Repair and Restoration,['Mitchell Buck'],./data/3/2/0/7/32074/32074.txt
"The Galaxy, June 1877",['Various'],./data/3/2/0/7/32075/32075.txt
Brown John's Body,['Winston Marks'],./data/3/2/0/7/32076/32076.txt
Breeder Reaction,['Winston Marks'],./data/3/2/0/7/32077/32077.txt
Love Story,['Irving E. Cox Jr.'],./data/3/2/0/7/32078/32078.txt
The Small World of M-75,['Ed M. Clinton Jr.'],./data/3/2/0/7/32079/32079.txt
"Punch, or the London Charivari, Vol. 158, June 16, 1920",['Various'],./data/3/2/0/8/32080/32080.txt
"Punch, or the London Charivari, Vol. 158,  June 23, 1920",['Various'],./data/3/2/0/8/32081/32081.txt
A Rent In A Cloud,['Charles James Lever'],./data/3/2/0/8/32082/32082.txt
St. Patrick's Eve,['Charles James Lever'],./data/3/2/0/8/32083/32083.txt
Frontier Boys in the South Seas,['Wyn Roosevelt'],./data/3/2/0/8/32084/32084.txt
Christine,['Amelia Edith Huddleston Barr'],./data/3/2/0/8/32085/32085.txt
Japan,['Dorothy Menpes'],./data/3/2/0/8/32086/32086.txt
The Executioner,['Frank Riley'],./data/3/2/0/8/32087/32087.txt
Instant of Decision,['Gordon Randall Garrett'],./data/3/2/0/8/32088/32088.txt
"Memoir of Jared Sparks, LL.D.",['Brantz Mayer'],./data/3/2/0/8/32089/32089.txt
The Curlytops Snowed In,['Howard R. Garis'],./data/3/2/0/9/32090/32090.txt
Down-Adown-Derry,['Walter De La Mare'],./data/3/2/0/9/32091/32091.txt
The Technique of Fiction Writing,['Robert Saunders Dowst'],./data/3/2/0/9/32092/32092.txt
Loyal to the School,['Angela Brazil'],./data/3/2/0/9/32093/32093.txt
The Patchwork Girl of Oz,['L. Frank Baum'],./data/3/2/0/9/32094/32094.txt
"The Adventures of Puss in Boots, Jr.",['David Cory'],./data/3/2/0/9/32095/32095.txt
"Encyclopaedia Britannica, 11th Edition, Volume 7, Slice 3",['Various'],./data/3/2/0/9/32097/32097.txt
The Pentecost of Calamity,['Owen Wister'],./data/3/2/0/9/32098/32098.txt
The Titanic Disaster Poem,['J.H. McKenzie'],./data/3/2/0/9/32099/32099-0.txt
The Titanic Disaster Poem,['J.H. McKenzie'],./data/3/2/0/9/32099/32099.txt
The Crimson Gardenia and Other Tales of Adventure,['Rex Beach'],./data/3/2/1/0/32101/32101.txt
Barclay of the Guides,['Herbert Strang'],./data/3/2/1/0/32102/32102.txt
Elsie in the South,['Martha Finley'],./data/3/2/1/0/32103/32103.txt
Turning Point,['Alfred Coppel'],./data/3/2/1/0/32104/32104.txt
"Belford's Magazine, Vol 2, December 1888",['Various'],./data/3/2/1/0/32105/32105.txt
Dusty Star,['Olaf Baker'],./data/3/2/1/0/32106/32106.txt
The Vision of Elijah Berl,['Frank Lewis Nason'],./data/3/2/1/0/32107/32107.txt
The Ego Machine,['Henry Kuttner'],./data/3/2/1/0/32108/32108.txt
"Tales of the Caravan, Inn, and Palace.",['William Hauff'],./data/3/2/1/0/32109/32109.txt
Montezuma,['Hiram Hoyt Richmond'],./data/3/2/1/1/32110/32110.txt
"Diary of Battery A, First Regiment Rhode Island Light Artillery",['Theodore Reichardt'],./data/3/2/1/1/32111/32111.txt
"Records of Harvest Mice, Reithrodontomys, from Central America, with Description of a New Subspecies from Nicaragua",['Sydney Anderson'],./data/3/2/1/1/32112/32112.txt
Command,['William McFee'],./data/3/2/1/1/32114/32114.txt
Rose MacLeod,['Alice Brown'],./data/3/2/1/1/32115/32115.txt
When the Cock Crows,['Waldron Baily'],./data/3/2/1/1/32116/32116.txt
Eleven Possible Cases,['Frank R. Stockton'],./data/3/2/1/1/32117/32117.txt
Child Versus Parent,['Stephen Wise'],./data/3/2/1/1/32118/32118.txt
"The Scrap Book. Volume 1, No. 2",['Various'],./data/3/2/1/1/32119/32119.txt
"The Scrap Book, Volume 1, No. 3",['Various'],./data/3/2/1/2/32120/32120.txt
"The Scrap Book, Volume 1, No. 4",['Various'],./data/3/2/1/2/32121/32121.txt
"The Scrap Book, Volume 1, No. 5",['Various'],./data/3/2/1/2/32122/32122.txt
"The Scrap Book, Volume 1, No. 6",['Various'],./data/3/2/1/2/32123/32123.txt
To Choke an Ocean,['Jesse F.  Bone'],./data/3/2/1/2/32124/32124.txt
Rulers of India: Lord Clive,['George Bruce Malleson'],./data/3/2/1/2/32125/32125.txt
Freudian Slip,['Franklin Abel'],./data/3/2/1/2/32126/32126.txt
Wheels Within,['Charles V. De Vet'],./data/3/2/1/2/32127/32127.txt
The Enormous Room,['Horace Leonard Gold'],./data/3/2/1/2/32128/32128.txt
Area Handbook for Albania,['Eugene K. Keefe'],./data/3/2/1/2/32129/32129.txt
The Kenzie Report,['Mark Clifton'],./data/3/2/1/3/32131/32131.txt
Long Live the King,['Guy Boothby'],./data/3/2/1/3/32132/32132.txt
The Graveyard of Space,['Milton Lesser'],./data/3/2/1/3/32133/32133.txt
The Dictator,['Milton Lesser'],./data/3/2/1/3/32134/32134.txt
Maids Wives and Bachelors,['Amelia Edith Huddleston Barr'],./data/3/2/1/3/32135/32135.txt
A Treatise on Relics,['John Calvin'],./data/3/2/1/3/32136/32136-0.txt
A Treatise on Relics,['John Calvin'],./data/3/2/1/3/32136/32136.txt
The Men of the Moss-Hags,['S.R. Crockett'],./data/3/2/1/3/32137/32137.txt
"An Appeal to Honour and Justice, Though It Be of His Worst Enemies.",['Daniel Defoe'],./data/3/2/1/3/32139/32139.txt
"A New Snake of the Genus Geophis From Chihuahua, Mexico",['John M. Legler'],./data/3/2/1/4/32140/32140.txt
"Garden and Forest Weekly, Volume 1 No. 1, February 29, 1888",['Various'],./data/3/2/1/4/32141/32141.txt
Marley's Chain,['Alan Edward Nourse'],./data/3/2/1/4/32142/32142.txt
The Romantic Analogue,['W.W. Skupeldyckle'],./data/3/2/1/4/32143/32143.txt
Jan Vedder's Wife,['Amelia Edith Huddleston Barr'],./data/3/2/1/4/32144/32144.txt
The Poetical Works of William Lisle Bowles Vol. 2,['William Lisle Bowles'],./data/3/2/1/4/32145/32145.txt
Fugitive Poetry,['Nathaniel Parker Willis'],./data/3/2/1/4/32146/32146.txt
"The Scrap Book, Volume 1, No. 1",['Various'],./data/3/2/1/4/32147/32147.txt
International Incidents for Discussion in Conversation Classes,['Lassa Oppenheim'],./data/3/2/1/4/32148/32148.txt
Unbegotten Child,['Winston Marks'],./data/3/2/1/4/32149/32149.txt
Prison of a Billion Years,['C.H. Thames'],./data/3/2/1/5/32150/32150.txt
The Intellectual Life,['=Philip Gilbert Hamerton'],./data/3/2/1/5/32151/32151.txt
The Widow,['Helen Rowland'],./data/3/2/1/5/32152/32152.txt
Songs of the Army of the Night,['Francis Adams'],./data/3/2/1/5/32153/32153-0.txt
Songs of the Army of the Night,['Francis Adams'],./data/3/2/1/5/32153/32153.txt
The Variable Man,['Philip K. Dick'],./data/3/2/1/5/32154/32154.txt
The Love Letters of Henry VIII to Anne Boleyn,['Henry VIII'],./data/3/2/1/5/32155/32155.txt
"Priests, Women, and Families",['J. Michelet'],./data/3/2/1/5/32157/32157.txt
Rural Health and Welfare,['George Thompson Fairchild'],./data/3/2/1/5/32158/32158-0.txt
Rural Health and Welfare,['George Thompson Fairchild'],./data/3/2/1/5/32158/32158.txt
Mammals from Southeastern Alaska,['Rollin H. Baker'],./data/3/2/1/5/32159/32159.txt
Chain of Command,['Stephen Arr'],./data/3/2/1/6/32160/32160.txt
Tangle Hold,['F.L. Wallace'],./data/3/2/1/6/32161/32161.txt
The Beasts in the Void,['Paul W. Fairman'],./data/3/2/1/6/32162/32162.txt
Elsie on the Hudson,['Martha Finley'],./data/3/2/1/6/32163/32163.txt
In the Oregon Country,['George Palmer Putnam'],./data/3/2/1/6/32164/32164.txt
Venerable Philippine Duchesne,['G.E.M.'],./data/3/2/1/6/32165/32165.txt
Thomas Andrews,['Shan F. Bullock'],./data/3/2/1/6/32166/32166-0.txt
Thomas Andrews,['Shan F. Bullock'],./data/3/2/1/6/32166/32166.txt
The Ballad of St. Barbara,['Gilbert Keith Chesterton'],./data/3/2/1/6/32167/32167-0.txt
The Ballad of St. Barbara,['Gilbert Keith Chesterton'],./data/3/2/1/6/32167/32167.txt
An Introduction to the Philosophy of Law,['Roscoe Pound'],./data/3/2/1/6/32168/32168.txt
Susanna and Sue,['Kate Douglas Wiggin'],./data/3/2/1/6/32169/32169.txt
The Last Cruise of the Saginaw,['George H. Read'],./data/3/2/1/7/32170/32170.txt
A Discourse on the Plague,['Richard Mead'],./data/3/2/1/7/32171/32171.txt
"Children's Stories in American Literature, 1660-1860",['Henrietta Christian Wright'],./data/3/2/1/7/32172/32172.txt
Under Boy Scout Colors,['Joseph Bushnell Ames'],./data/3/2/1/7/32173/32173.txt
"Preliminary Survey of a Paleocene Faunule from the Angels Peak Area, New Mexico",['Robert W. Wilson'],./data/3/2/1/7/32175/32175.txt
Witch Stories,['E. Lynn  Linton'],./data/3/2/1/7/32176/32176.txt
"A ""Y Girl in France",['Katherine Shortall'],./data/3/2/1/7/32177/32177.txt
Los Gringos,['H.A.  Wise'],./data/3/2/1/7/32178/32178.txt
Do Unto Others,['Mark Clifton'],./data/3/2/1/8/32181/32181.txt
"Encyclopaedia Britannica, 11th Edition, Volume 7, Slice 4",['Various'],./data/3/2/1/8/32182/32182.txt
Folk-lore of Shakespeare,['Thomas Firminger Thiselton-Dyer'],./data/3/2/1/8/32183/32183-0.txt
Folk-lore of Shakespeare,['Thomas Firminger Thiselton-Dyer'],./data/3/2/1/8/32183/32183.txt
The Lion's Masquerade,['Catherine Ann Turner Dorset'],./data/3/2/1/8/32184/32184.txt
Lord Stranleigh Abroad,['Robert Barr'],./data/3/2/1/8/32185/32185.txt
"Tales from ""Blackwood,"" Volume 2",['Various'],./data/3/2/1/8/32186/32186.txt
"Pleistocene Soricidae from San Josecito Cave, Nuevo Leon, Mexico",['James S. Findley'],./data/3/2/1/8/32187/32187.txt
Eikon Basilike,['King Charles I '],./data/3/2/1/8/32188/32188.txt
The Raising and Care of Guinea Pigs,['A.C. Smith'],./data/3/2/1/8/32189/32189.txt
"The Works of Alexander Pope, Volume 1",['Alexander Pope'],./data/3/2/1/9/32190/32190.txt
The Sentimental Vikings,['Richard Voorhees Risley'],./data/3/2/1/9/32191/32191-0.txt
The Sentimental Vikings,['Richard Voorhees Risley'],./data/3/2/1/9/32191/32191.txt
Peace with Mexico,['Albert Gallatin'],./data/3/2/1/9/32192/32192.txt
The Battle of Blenheim,['Hilaire Belloc'],./data/3/2/1/9/32195/32195.txt
Crecy,['Hilaire Belloc'],./data/3/2/1/9/32196/32196.txt
Poitiers,['Hilaire Belloc'],./data/3/2/1/9/32197/32197.txt
Cleek of Scotland Yard,['Thomas W. Hanshew'],./data/3/2/1/9/32198/32198.txt
A House-Party,['Ouida'],./data/3/2/1/9/32199/32199.txt
Sowing and Sewing,['Charlotte Mary Yonge'],./data/3/2/2/0/32200/32200.txt
The Irish Fairy Book,['Various'],./data/3/2/2/0/32202/32202.txt
The Land of Long Ago,['Eliza Calvert Hall'],./data/3/2/2/0/32203/32203.txt
Hungarian Sketches in Peace and War,['Mór Jókai'],./data/3/2/2/0/32204/32204-0.txt
Hungarian Sketches in Peace and War,['Mor Jokai'],./data/3/2/2/0/32204/32204.txt
The Woodlands Orchids,['Frederick Boyle'],./data/3/2/2/0/32205/32205.txt
The Utah Batteries: A History,['Charles R. Mabey'],./data/3/2/2/0/32206/32206.txt
A Mixture of Genius,['Arnold Castle'],./data/3/2/2/0/32207/32207.txt
The Star Lord,['Boyd Ellanby'],./data/3/2/2/0/32208/32208.txt
Assignment's End,['Roger Dee'],./data/3/2/2/0/32209/32209.txt
The Brownies: Their Book,['Palmer Cox'],./data/3/2/2/1/32210/32210.txt
Clean Break,['Roger Dee'],./data/3/2/2/1/32212/32212.txt
Hoiman and the Solar Circuit,['Gordon Dewey'],./data/3/2/2/1/32213/32213.txt
The Adventures of the U-202,['E. Spiegel'],./data/3/2/2/1/32216/32216-0.txt
The Adventures of the U-202,['E. Spiegel'],./data/3/2/2/1/32216/32216.txt
Czechoslovak Fairy Tales,['Parker Fillmore'],./data/3/2/2/1/32217/32217.txt
The Marvellous History of the Shadowless Man and The Cold Heart,['Adelbert von Chamisso'],./data/3/2/2/1/32219/32219.txt
A Captive of the Roman Eagles,['Felix Dahn'],./data/3/2/2/2/32220/32220.txt
The Case and Exceptions,['Frederick Trevor Hill'],./data/3/2/2/2/32221/32221.txt
Felicitas,['Felix Dahn'],./data/3/2/2/2/32222/32222.txt
Specimens of German Romance; Vol. II. Master Flea,['Ernst Theodor Amadeus Hoffmann'],./data/3/2/2/2/32223/32223.txt
Tom Brown's School Days,['Thomas Hughes'],./data/3/2/2/2/32224/32224-0.txt
Tom Brown's School Days,['Thomas Hughes'],./data/3/2/2/2/32224/32224.txt
Elsie at Viamede,['Martha Finley'],./data/3/2/2/2/32225/32225.txt
The Flower Princess,['Abbie Farwell Brown'],./data/3/2/2/2/32226/32226.txt
The Cynic's Rules of Conduct,['Chester Field Jr.'],./data/3/2/2/2/32227/32227.txt
The Indian Captive,['Matthew  Brayton'],./data/3/2/2/2/32228/32228.txt
High Man,['Jay Clarke'],./data/3/2/2/2/32229/32229.txt
Wainer,['Michael Shaara'],./data/3/2/2/3/32230/32230.txt
Among the Wild Tribes of the Afghan Frontier,['T.L. Pennell'],./data/3/2/2/3/32231/32231.txt
"The Atlantic Monthly, Volume 16, No. 94, August, 1865",['Various'],./data/3/2/2/3/32232/32232.txt
The Wind Among the Reeds,['William Butler Yeats'],./data/3/2/2/3/32233/32233.txt
The Lion of Janina,['Mór Jókai'],./data/3/2/2/3/32234/32234-0.txt
The Lion of Janina,['Mor Jokai'],./data/3/2/2/3/32234/32234.txt
The Story of the Trapper,['A.C. Laut'],./data/3/2/2/3/32236/32236.txt
Assassin,['Jesse Franklin Bone'],./data/3/2/2/3/32237/32237.txt
A Thought For Tomorrow,['Robert E. Gilbert'],./data/3/2/2/3/32238/32238.txt
Dissertation on Slavery,['St. George Tucker'],./data/3/2/2/3/32239/32239.txt
Memoirs of Journeys to Venice and the Low Countries,['Albrecht Durer'],./data/3/2/2/3226/3226.txt
Poems of Progress and New Thought Pastels,['Ella Wheeler Wilcox'],./data/3/2/2/3228/3228-0.txt
Helen of Troy,['Andrew Lang'],./data/3/2/2/3229/3229.txt
The Boy Scouts in the Blue Ridge,['Herbert Carter'],./data/3/2/2/4/32240/32240.txt
Dickens' Stories About Children Every Child Can Read,['Charles Dickens'],./data/3/2/2/4/32241/32241.txt
A Wonder Book for Girls & Boys,['Nathaniel Hawthorne'],./data/3/2/2/4/32242/32242.txt
Confidence Game,['James McKimmey'],./data/3/2/2/4/32243/32243.txt
Adventures and Reminiscences of a Volunteer,['George T. Ulmer'],./data/3/2/2/4/32246/32246.txt
"The Battle of Allatoona, October 5th, 1864",['William Ludlow'],./data/3/2/2/4/32247/32247.txt
The Standard Cantatas,['George P. Upton'],./data/3/2/2/4/32248/32248.txt
The Princess and Joe Potter,['James Otis'],./data/3/2/2/4/32249/32249.txt
American Red Cross Text-Book on Home Hygiene and Care of the Sick,['Jane A. Delano'],./data/3/2/2/5/32250/32250-0.txt
American Red Cross Text-Book on Home Hygiene and Care of the Sick,['Jane A. Delano'],./data/3/2/2/5/32250/32250.txt
Applied Physiology,['Frank Overton'],./data/3/2/2/5/32251/32251.txt
The Stages in the Social History of Capitalism,['Henri Pirenne'],./data/3/2/2/5/32252/32252.txt
The Frontier Boys in the Sierras,['Wyn Roosevelt'],./data/3/2/2/5/32253/32253.txt
World Without War,['E.G. von Wald'],./data/3/2/2/5/32254/32254.txt
Cathedral Cities of Spain,['W.W. Collins'],./data/3/2/2/5/32255/32255.txt
The Big Time,['Fritz Reuter Leiber'],./data/3/2/2/5/32256/32256.txt
Malplaquet,['Hilaire Belloc'],./data/3/2/2/5/32257/32257.txt
"Joseph K. F. Mansfield, Brigadier General of the U.S. Army",['John Mead Gould'],./data/3/2/2/5/32258/32258.txt
Modest Remarks upon the Bishop of London's Letter Concerning the Late Earthquakes,['Anonymous'],./data/3/2/2/5/32259/32259.txt
Tourcoing,['Hilaire Belloc'],./data/3/2/2/6/32260/32260.txt
A Frenchman in America,"[""Max O'Rell""]",./data/3/2/2/6/32261/32261.txt
English Verse,"['Raymond MacDonald Alden', 'Ph.D.']",./data/3/2/2/6/32262/32262-0.txt
Sugar Plum,['Reginald Bretnor'],./data/3/2/2/6/32266/32266.txt
A Century of English Essays,['Various'],./data/3/2/2/6/32267/32267.txt
"The Burning of Chambersburg, Pennsylvania",['B.S.  Schneck'],./data/3/2/2/6/32268/32268.txt
The Caves of Fear,['John Blaine'],./data/3/2/2/6/32269/32269.txt
The Golden Skull,['John Blaine'],./data/3/2/2/7/32270/32270.txt
"A Struggle for Rome, v. 1",['Felix Dahn'],./data/3/2/2/7/32271/32271.txt
Insidekick,['Jesse Franklin Bone'],./data/3/2/2/7/32272/32272.txt
Stories of Our Naval Heroes,['Various'],./data/3/2/2/7/32273/32273.txt
The History and Records of the Elephant Club,"['Knight Russ Ockside', 'Q.K. Philander Doesticks']",./data/3/2/2/7/32274/32274.txt
The Bankrupt,['James Parkerson'],./data/3/2/2/7/32275/32275.txt
Poetical Works,['James Parkerson'],./data/3/2/2/7/32276/32276-0.txt
Poetical Works,['James Parkerson'],./data/3/2/2/7/32276/32276.txt
Characters from Life,['James Parkerson'],./data/3/2/2/7/32277/32277-0.txt
Characters from Life,['James Parkerson'],./data/3/2/2/7/32277/32277.txt
Seven Graded Sunday Schools,['Various'],./data/3/2/2/7/32278/32278.txt
The Children of the Top Floor,['Nina Rhoades'],./data/3/2/2/7/32279/32279.txt
Bell's Cathedrals: The Cathedral Church of Wells,['Percy Dearmer'],./data/3/2/2/8/32280/32280.txt
First Man,['Clyde Brown'],./data/3/2/2/8/32281/32281.txt
"Elevator Systems of the Eiffel Tower, 1889",['Robert M. Vogel'],./data/3/2/2/8/32282/32282.txt
Notes on a Tour Through the Western part of The State of New York,['Anonymous'],./data/3/2/2/8/32283/32283.txt
The Hitch Hikers,['Vernon L. McCain'],./data/3/2/2/8/32284/32284.txt
Adventures of Bindle,['Herbert George Jenkins'],./data/3/2/2/8/32285/32285.txt
A Letter to Lord Robert Bertie,['Anonymous'],./data/3/2/2/8/32286/32286.txt
Know Thy Neighbor,['Elisabeth R. Lewis'],./data/3/2/2/8/32287/32287.txt
A Yankee Flier in Italy,['Rutherford G. Montgomery'],./data/3/2/2/8/32288/32288.txt
An American Girl Abroad,['Adeline Trafton'],./data/3/2/2/8/32289/32289.txt
"A Letter to a Gentleman in the Country, from His Friend in London",['Anonymous'],./data/3/2/2/9/32290/32290.txt
Paul Bunyan and His Loggers,['Otis T. Howd'],./data/3/2/2/9/32291/32291.txt
"Historic Tales, Vol 14  (of 15)",['Charles Morris'],./data/3/2/2/9/32292/32292.txt
For Every Man A Reason,['Patrick Wilkins'],./data/3/2/2/9/32293/32293.txt
