TITLE,AUTHOR,FILEPATH,GENRE
Trailin'!,['Max Brand'],./data/1/1/0/9/11093/11093.txt,Western
Young Robin Hood,['G. Manville Fenn'],./data/1/1/0/9/11097/11097.txt,Fantasy
No Hero,['E.W. Hornung'],./data/1/1/1/5/11153/11153.txt,Crime Fiction
Plays of Gods and Men,['Lord Dunsany'],./data/1/1/2/8/11283/11283.txt,Fantasy
The Fairy Godmothers and Other Tales,['Mrs. Alfred Gatty'],./data/1/1/3/1/11319/11319.txt,"Children's Myths, Fairy Tales, etc."
Jimgrim and Allah's Peace,['Talbot Mundy'],./data/1/1/3/5/11357/11357.txt,Adventure
Rupert of Hentzau,['Anthony Hope'],./data/1/1/4/1145/1145.txt,Adventure
The Willows,['Algernon Blackwood'],./data/1/1/4/3/11438/11438.txt,Horror
Tales of Three Hemispheres,['Lord Dunsany'],./data/1/1/4/4/11440/11440.txt,Fantasy
Laughing Bill Hyde and Other Stories,['Rex Beach'],./data/1/1/5/0/11501/11501.txt,Western
"The Story of the Volsungs, (Volsunga Saga)",['Anonymous'],./data/1/1/5/1152/1152.txt,Fantasy
The Chessmen of Mars,['Edgar Rice Burroughs'],./data/1/1/5/1153/1153.txt,Science Fiction
Fire-Tongue,['Sax Rohmer'],./data/1/1/5/1159/1159.txt,Crime Fiction
The Runaway Asteroid,['Michael D. Cooper'],./data/1/1/5/8/11583/11583-8.txt,Science Fiction
"Punch, or the London Charivari, Vol. 156, Apr 2, 1919",['Various'],./data/1/1/6/1/11617/11617.txt,Adventure
Figures of Earth,['James Branch Cabell'],./data/1/1/6/3/11639/11639.txt,Fantasy
The Food of the Gods and How It Came to Earth,['H.G. Wells'],./data/1/1/6/9/11696/11696.txt,Science Fiction
Chivalry,['James Branch Cabell'],./data/1/1/7/5/11752/11752.txt,Fantasy
Dope,['Sax Rohmer'],./data/1/1/8/1182/1182.txt,Crime Fiction
The Return of Dr. Fu-Manchu,['Sax Rohmer'],./data/1/1/8/1183/1183.txt,Crime Fiction
The Count of Monte Cristo,"['Alexandre Dumas', 'p̬re']",./data/1/1/8/1184/1184-0.txt,Adventure
The Lair of the White Worm,['Bram Stoker'],./data/1/1/8/1188/1188.txt,Horror
"The Country of the Blind, And Other Stories",['H.G. Wells'],./data/1/1/8/7/11870/11870.txt,Science Fiction
Ronicky Doone,['Max Brand'],./data/1/1/8/8/11880/11880.txt,Western
Moby Dick,['Herman Melville'],./data/1/15/15.txt,Adventure
Cabin Fever,['B.M. Bower'],./data/1/2/0/1204/1204.txt,Western
Flying U Ranch,['B.M. Bower'],./data/1/2/0/1206/1206.txt,Western
The Gringos,['B.M. Bower'],./data/1/2/1/3/12139/12139.txt,Western
The Sleeper Awakes,['H.G. Wells'],./data/1/2/1/6/12163/12163.txt,Science Fiction
The Long Shadow,['B.M. Bower'],./data/1/2/1/9/12192/12192.txt,Western
At the Earth's Core,['Edgar Rice Burroughs'],./data/1/2/123/123.txt,Science Fiction
The Poison Belt,['Arthur Conan Doyle'],./data/1/2/126/126.txt,Science Fiction
Tales of lonely trails,['Zane Grey'],./data/1/2/2/2/12225/12225.txt,Western
Cattle Brands,['Andy Adams'],./data/1/2/2/8/12281/12281.txt,Western
The Spirit of the Border,['Zane Grey'],./data/1/2/3/1239/1239.txt,Western
The Night Horseman,['Max Brand'],./data/1/2/4/3/12436/12436.txt,Western
Casey Ryan,['B.M. Bower'],./data/1/2/4/9/12495/12495.txt,Western
Anthem,['Ayn Rand'],./data/1/2/5/1250/1250.txt,Science Fiction
"Le Morte D'Arthur, Volume I (of II)",['Thomas Malory'],./data/1/2/5/1251/1251.txt,Fantasy
"Le Morte D'Arthur, Volume II (of II)",['Thomas Malory'],./data/1/2/5/1252/1252.txt,Fantasy
The Three Musketeers,"['Alexandre Dumas', 'Pere']",./data/1/2/5/1257/1257.txt,Adventure
Twenty Years After,"['Alexandre Dumas', 'Pere']",./data/1/2/5/1259/1259.txt,Adventure
The Vicomte de Bragelonne,"['Alexandre Dumas', 'Pere']",./data/1/2/5/2609/2609.txt,Adventure
"Starr, of the Desert",['B. M Bower'],./data/1/2/5/7/12570/12570.txt,Western
The Shadow of the Rope,['E.W. Hornung'],./data/1/2/5/9/12590/12590.txt,Crime Fiction
Betty Zane,['Zane Grey'],./data/1/2/6/1261/1261.txt,Western
The Heritage of the Desert,['Zane Grey'],./data/1/2/6/1262/1262.txt,Western
Kai Lung's Golden Hours,['Ernest Bramah'],./data/1/2/6/1267/1267.txt,Fantasy
The Mysterious Island,['Jules Verne'],./data/1/2/6/1268/1268.txt,Science Fiction
The Phantom Herd,['B.M. Bower'],./data/1/2/6/6/12663/12663.txt,Western
The Story of Grettir The Strong,"['Eirikr Magnusson', 'William Morris']",./data/1/2/7/4/12747/12747.txt,Fantasy
The Stolen Bacillus and Other Incidents,['H.G.  Wells'],./data/1/2/7/5/12750/12750.txt,Science Fiction
The Legends Of King Arthur And His Knights,['James Knowles'],./data/1/2/7/5/12753/12753.txt,Fantasy
Wells Brothers,['Andy Adams'],./data/1/2/7/9/12791/12791.txt,Western
The Log of a Cowboy,['Andy Adams'],./data/1/2/7/9/12797/12797.txt,Western
"Reed Anthony, Cowman",['Andy Adams'],./data/1/2/8/8/12884/12884.txt,Western
The Moon-Voyage,['Jules Verne'],./data/1/2/9/0/12901/12901.txt,Science Fiction
A Texas Matchmaker,['Andy Adams'],./data/1/2/9/1/12919/12919.txt,Western
The Virginian,['Owen Wister'],./data/1/2/9/1298/1298.txt,Western
The Heritage of the Sioux,['B.M. Bower'],./data/1/2/9/1299/1299.txt,Western
Riders of the Purple Sage,['Zane Grey'],./data/1/3/0/1300/1300.txt,Western
The Teeth of the Tiger,['Maurice Leblanc'],./data/1/3/0/5/13058/13058.txt,Crime Fiction
If,"['Lord Dunsany Dunsany', 'Edward John Moreton Drax Plunkett', 'Baron']",./data/1/3/1/1311/1311.txt,Fantasy
Selected Stories,['Bret Harte'],./data/1/3/1/1312/1312.txt,Western
Pardners,['Rex Beach'],./data/1/3/1/3/13135/13135.txt,Western
The Lost World,['Arthur Conan Doyle'],./data/1/3/139/139.txt,Science Fiction
A Voyage to Arcturus,['David Lindsay'],./data/1/3/2/1329/1329.txt,Science Fiction
Zarlah the Martian,['R. Norman Grisewood'],./data/1/3/4/2/13423/13423.txt,Science Fiction
The Story of Sigurd the Volsung,['William Morris'],./data/1/3/4/8/13486/13486.txt,Fantasy
Off on a Comet,['Jules Verne'],./data/1/3/5/1353/1353.txt,Science Fiction
Selections from the Writings of Lord Dunsay,['Lord Dunsany'],./data/1/3/6/6/13664/13664.txt,Fantasy
The Happy Family,['Bertha Muzzy Bower'],./data/1/3/6/7/13670/13670.txt,Western
A Trip to Venus,['John Munro'],./data/1/3/7/1/13716/13716.txt,Science Fiction
Astoria,['Washington Irving'],./data/1/3/7/1371/1371.txt,Western
Unhappy Far-Off Things,['Lord Dunsany'],./data/1/3/8/2/13820/13820.txt,Fantasy
Tales of Wonder,['Baron Edward John Moreton Drax Plunkett Dunsany'],./data/1/3/8/2/13821/13821.txt,Fantasy
Oberheim (Voices),['Christopher Leadem'],./data/1/3/8/4/13841/13841.txt,Science Fiction
The Jimmyjohn Boss and Other Stories,['Owen Wister'],./data/1/3/9/1390/1390.txt,Western
The Mysterious Rider,['Zane Grey'],./data/1/3/9/3/13937/13937.txt,Western
Tarzan the Untamed,['Edgar Rice Burroughs'],./data/1/4/0/1401/1401.txt,Adventure
Le Corbeau,['Edgar Allan Poe'],./data/1/4/0/8/14082/14082-8.txt,Horror
The Lost Stradivarius,['John Meade Falkner'],./data/1/4/1/0/14107/14107.txt,Horror
The Tale of Terror,['Edith Birkhead'],./data/1/4/1/5/14154/14154.txt,Horror
Widdershins,['Oliver Onions'],./data/1/4/1/6/14168/14168.txt,Horror
The Lost Continent,['Edgar Rice Burroughs'],./data/1/4/149/149.txt,Science Fiction
More English Fairy Tales,['Various'],./data/1/4/2/4/14241/14241.txt,"Children's Myths, Fairy Tales, etc."
Hints for Lovers,['Arnold Haultain'],./data/1/4/2/5/14255/14255.txt,Love
Atlantida,['Pierre Benoit'],./data/1/4/3/0/14301/14301.txt,Science Fiction
The Sorcery Club,"[""Elliott O'Donnell""]",./data/1/4/3/1/14317/14317.txt,Horror
The Range Dwellers,['B.M. Bower'],./data/1/4/3/3/14334/14334.txt,Western
The Uphill Climb,['B.M. Bower'],./data/1/4/4/5/14456/14456.txt,Western
The Thunder Bird,['B.M. Bower'],./data/1/4/4/8/14486/14486.txt,Western
The Lonesome Trail and Other Stories,['B.M. Bower'],./data/1/4/5/4/14542/14542.txt,Western
Through the Air to the North Pole,['Roy Rockwood'],./data/1/4/6/6/14665/14665.txt,Science Fiction
Varney the Vampire,['Thomas Preskett Prest'],./data/1/4/8/3/14833/14833.txt,Horror
Fairy Tales Every Child Should Know,['Various'],./data/1/4/9/1/14916/14916.txt,"Children's Myths, Fairy Tales, etc."
My Book of Favorite Fairy Tales,['Edric  Vredenburg'],./data/1/5/1/4/15145/15145.txt,"Children's Myths, Fairy Tales, etc."
Folk Tales Every Child Should Know,['Various'],./data/1/5/1/6/15164/15164.txt,"Children's Myths, Fairy Tales, etc."
The Moonstone,['Wilkie Collins'],./data/1/5/155/155.txt,Mystery Fiction
The Island of Doctor Moreau,['H.G. Wells'],./data/1/5/159/159.txt,Science Fiction
The Green Eyes of Bast,['Sax Rohmer'],./data/1/5/3/2/15323/15323.txt,Crime Fiction
Men of Iron,['Howard Pyle'],./data/1/5/5/1557/1557.txt,Fantasy
Stories from Le Morte D'Arthur and the Mabinogion,['Beatrice Clay'],./data/1/5/5/5/15551/15551.txt,Fantasy
The Rustlers of Pecos County,['Zane Grey'],./data/1/5/5/8/15580/15580.txt,Western
Old-Fashioned Fairy Tales,['Juliana Horatia Gatty Ewing'],./data/1/5/5/9/15592/15592.txt,"Children's Myths, Fairy Tales, etc."
The Crystal Stopper,['Maurice LeBlanc'],./data/1/5/6/1563/1563.txt,Crime Fiction
The Lookout Man,['B.M. Bower'],./data/1/5/6/2/15625/15625.txt,Western
The Day of the Beast,['Zane Grey'],./data/1/5/6/7/15673/15673.txt,Western
Andersen's Fairy Tales,['Hans Christian Andersen'],./data/1/5/9/1597/1597.txt,"Children's Myths, Fairy Tales, etc."
The Hollow Land,['William Morris'],./data/1/5/9/4/15948/15948.txt,Fantasy
The Crock of Gold,['James Stephens'],./data/1/6/0/1605/1605.txt,Fantasy
Twenty Thousand Leagues under the Sea,['Jules Verne'],./data/1/6/164/164.txt,Science Fiction
The Well at the World's End,['William Morris'],./data/1/6/169/169.txt,Fantasy
The Surprising Adventures of the Magical Monarch of Mo and His People,['L. Frank Baum'],./data/1/6/2/5/16259/16259.txt,Fantasy
The Atlantic Book of Modern Plays,['Various'],./data/1/6/4/3/16435/16435.txt,Fantasy
All Around the Moon,['Jules Verne'],./data/1/6/4/5/16457/16457.txt,Science Fiction
Myths That Every Child Should Know,['Various'],./data/1/6/5/3/16537/16537.txt,"Children's Myths, Fairy Tales, etc."
A Place so Foreign,['Cory Doctorow'],./data/1/6/7/2/16721/16721-8.txt,Science Fiction
Four Weird Tales,['Algernon Blackwood'],./data/1/6/7/2/16726/16726.txt,Horror
Falling in Love,['Grant Allen'],./data/1/6/8/0/16807/16807.txt,Love
Skyrider,['B.M. Bower'],./data/1/6/8/7/16871/16871.txt,Western
Marie,['H. Rider Haggard'],./data/1/6/9/1690/1690.txt,Adventure
Plague Ship,['Andre Norton'],./data/1/6/9/2/16921/16921.txt,Science Fiction
Dead Men Tell No Tales,['E.W. Hornung'],./data/1/7/0/1703/1703.txt,Crime Fiction
Craphound,['Cory Doctorow'],./data/1/7/0/2/17026/17026/17026.txt,Science Fiction
Return to Pleasure Island,['Cory Doctorow'],./data/1/7/0/2/17027/17027.txt,Science Fiction
Eastern Standard Tribe,['Cory Doctorow'],./data/1/7/0/2/17028/17028/17028.txt,Science Fiction
Shadow of the Mothaship,['Cory Doctorow'],./data/1/7/0/2/17029/17029/17029.txt,Science Fiction
Super Man and the Bug Out,['Cory Doctorow'],./data/1/7/0/3/17030/17030/17030.txt,Science Fiction
English Fairy Tales,['Flora Annie Steel'],./data/1/7/0/3/17034/17034.txt,"Children's Myths, Fairy Tales, etc."
Child of Storm,['H. Rider Haggard'],./data/1/7/1/1711/1711.txt,Adventure
Taboo,['James Branch Cabell'],./data/1/7/1/3/17134/17134.txt,Fantasy
"Home Again, Home Again",['Cory Doctorow'],./data/1/7/1/3/17138/17138/17138.txt,Science Fiction
The House of the Vampire,['George Sylvester Viereck'],./data/1/7/1/4/17144/17144.txt,Horror
The Insidious Dr. Fu-Manchu,['Sax Rohmer'],./data/1/7/173/173.txt,Crime Fiction
Cow-Country,['B.M. Bower'],./data/1/7/2/1723/1723.txt,Western
Finished,['H. Rider Haggard'],./data/1/7/2/1724/1724.txt,Adventure
The Runaway Skyscraper,['Murray Leinster'],./data/1/7/3/5/17355/17355.txt,Science Fiction
The Mantooth,['Christopher Leadem'],./data/1/7/3/9/17394/17394-8.txt,Science Fiction
The Flying U's Last Stand,['B.M. Bower'],./data/1/7/4/1740/1740.txt,Western
Twelve Stories and a Dream,['H.G. Wells'],./data/1/7/4/1743/1743.txt,Science Fiction
Twilight Land,['Howard Pyle'],./data/1/7/5/1751/1751.txt,Fantasy
El Dorado,['Baroness Orczy'],./data/1/7/5/1752/1752.txt,Adventure
The Evolution of Love,['Emil Lucka'],./data/1/7/6/9/17699/17699.txt,Love
Murder in the Gunroom,['Henry Beam Piper'],./data/1/7/8/6/17866/17866.txt,Crime Fiction
Operation Terror,['William Fitzgerald Jenkins'],./data/1/7/8/7/17870/17870.txt,Science Fiction
Warlord of Kor,['Terry Gene Carr'],./data/1/7/9/5/17958/17958.txt,Science Fiction
The Hand Of Fu-Manchu,['Sax Rohmer'],./data/1/7/9/5/17959/17959.txt,Crime Fiction
The World of Romance,['William Morris'],./data/1/7/9/7/17973/17973.txt,Fantasy
Bucky O'Connor,['William MacLeod Raine'],./data/1/8/0/1809/1809.txt,Western
Genesis,['H. Beam Piper'],./data/1/8/1/0/18105/18105.txt,Science Fiction
Graveyard of Dreams,['Henry Beam Piper'],./data/1/8/1/0/18109/18109.txt,Science Fiction
Little Fuzzy,['Henry Beam Piper'],./data/1/8/1/3/18137/18137.txt,Science Fiction
Rip Foster in Ride the Gray Planet,['Harold Leland Goodwin'],./data/1/8/1/3/18139/18139.txt,Science Fiction
Time Crime,['H. Beam Piper'],./data/1/8/1/5/18151/18151.txt,Science Fiction
This World Is Taboo,['Murray Leinster'],./data/1/8/1/7/18172/18172.txt,Science Fiction
"Someone Comes to Town, Someone Leaves Town",['Cory Doctorow'],./data/1/8/2/2/18224/18224-8.txt,Science Fiction
Animal Ghosts,"[""Elliott O'Donnell""]",./data/1/8/2/3/18233/18233.txt,Horror
The Universe -- or Nothing,['Meyer Moldeven'],./data/1/8/2/5/18257/18257.txt,Science Fiction
Operation R.S.V.P.,['Henry Beam Piper'],./data/1/8/2/6/18261/18261.txt,Science Fiction
The Story of Sigurd the Volsung and the Fall of the Niblungs,['William Morris'],./data/1/8/3/2/18328/18328.txt,Fantasy
The Answer,['Henry Beam Piper'],./data/1/8/3/4/18342/18342.txt,Science Fiction
Null-ABC,"['Henry Beam Piper', 'John Joseph McGuire']",./data/1/8/3/4/18346/18346.txt,Science Fiction
Operation: Outer Space,['William Fitzgerald Jenkins'],./data/1/8/3/6/18361/18361.txt,Science Fiction
Other Worlds,['Garrett P. Serviss'],./data/1/8/4/3/18431/18431.txt,Science Fiction
Star Born,['Andre Norton'],./data/1/8/4/5/18458/18458.txt,Science Fiction
Flight From Tomorrow,['Henry Beam Piper'],./data/1/8/4/6/18460/18460.txt,Science Fiction
Star Surgeon,['Alan Nourse'],./data/1/8/4/9/18492/18492.txt,Science Fiction
Sabotage in Space,['Carey Rockwell'],./data/1/8/5/2/18520/18520.txt,Science Fiction
The Edge of the Knife,['Henry Beam Piper'],./data/1/8/5/8/18584/18584.txt,Science Fiction
The Fourth R,['George Oliver Smith'],./data/1/8/6/0/18602/18602.txt,Science Fiction
The Golden Scorpion,['Sax Rohmer'],./data/1/8/6/1/18613/18613.txt,Crime Fiction
Crossroads of Destiny,['Henry Beam Piper'],./data/1/8/6/3/18632/18632.txt,Science Fiction
Hunter Patrol,"['Henry Beam Piper', 'John J. McGuire']",./data/1/8/6/4/18641/18641.txt,Science Fiction
The Beautiful Eyes of Ysidria,['Charles A. Gunnison'],./data/1/8/6/6/18660/18660.txt,Western
In Search of the Unknown,['Robert W. Chambers'],./data/1/8/6/6/18668/18668.txt,Science Fiction
A Chinese Wonder Book,['Norman Hinsdale Pitman'],./data/1/8/6/7/18674/18674.txt,"Children's Myths, Fairy Tales, etc."
Space Tug,['Murray Leinster'],./data/1/8/7/1/18719/18719.txt,Science Fiction
The Space Pioneers,['Carey Rockwell'],./data/1/8/7/5/18753/18753.txt,Science Fiction
The Sky Is Falling,['Lester del Rey'],./data/1/8/7/6/18768/18768.txt,Science Fiction
Treachery in Outer Space,"['Carey Rockwell', 'Louis Glanzman']",./data/1/8/7/8/18786/18786.txt,Science Fiction
Last Enemy,['Henry Beam Piper'],./data/1/8/8/0/18800/18800.txt,Science Fiction
He Walked Around the Horses,['Henry Beam Piper'],./data/1/8/8/0/18807/18807.txt,Science Fiction
The Mercenaries,['Henry Beam Piper'],./data/1/8/8/1/18814/18814.txt,Science Fiction
Ralestone Luck,['Andre Norton'],./data/1/8/8/1/18817/18817.txt,Science Fiction
The Call of the Canyon,['Zane Grey'],./data/1/8/8/1881/1881.txt,Western
The Young Forester,['Zane Grey'],./data/1/8/8/1882/1882.txt,Western
Time and Time Again,['Henry Beam Piper'],./data/1/8/8/3/18831/18831.txt,Science Fiction
Voodoo Planet,['Andre Norton'],./data/1/8/8/4/18846/18846.txt,Science Fiction
The Return,"['H. Beam Piper', 'John J. McGuire']",./data/1/8/8/5/18855/18855.txt,Science Fiction
A Journey to the Centre of the Earth,['Jules Verne'],./data/1/8/8/5/18857/18857.txt,Science Fiction
Temple Trouble,['Henry Beam Piper'],./data/1/8/8/6/18861/18861.txt,Science Fiction
The Seventh Man,['Max Brand'],./data/1/8/9/1897/1897.txt,Western
Day of the Moron,['Henry Beam Piper'],./data/1/8/9/4/18949/18949.txt,Science Fiction
Caves of Terror,['Talbot Mundy'],./data/1/8/9/7/18970/18970.txt,Adventure
Printcrime,['Cory Doctorow'],./data/1/9/0/0/19000/19000.txt,Science Fiction
Rowdy of the Cross L,"['B.M. Sinclair', 'AKA B.M. Bower']",./data/1/9/0/1907/1907.txt,Western
Her Prairie Knight,"['B.M. Sinclair', 'AKA B.M. Bower']",./data/1/9/0/1908/1908.txt,Western
The Revolt on Venus,['Carey Rockwell'],./data/1/9/0/2/19027/19027.txt,Science Fiction
The Gifts of Asti,['Andre Alice Norton'],./data/1/9/0/2/19029/19029.txt,Science Fiction
Brigands of the Moon,['Ray Cummings'],./data/1/9/0/6/19066/19066.txt,Science Fiction
Police Operation,['H. Beam Piper'],./data/1/9/0/6/19067/19067.txt,Science Fiction
Naudsonce,['H. Beam Piper'],./data/1/9/0/7/19076/19076.txt,Science Fiction
Star Hunter,['Andre Alice Norton'],./data/1/9/0/9/19090/19090.txt,Science Fiction
Dearest,['Henry Beam Piper'],./data/1/9/1/0/19102/19102.txt,Science Fiction
Code Three,['Rick Raphael'],./data/1/9/1/1/19111/19111.txt,Science Fiction
Edison's Conquest of Mars,['Garrett Putman Serviss'],./data/1/9/1/4/19141/19141.txt,Science Fiction
The Devil Doctor,['Sax Rohmer'],./data/1/9/1/4/19142/19142.txt,Crime Fiction
The Time Traders,['Andre Norton'],./data/1/9/1/4/19145/19145.txt,Science Fiction
The Return,"['H. Beam Piper', 'John J. McGuire']",./data/1/9/1/5/19158/19158.txt,Science Fiction
The Quirt,['B.M. Bower'],./data/1/9/1/6/19166/19166.txt,Western
The Man Who Rocked the Earth,['Arthur Train'],./data/1/9/1/7/19174/19174.txt,Science Fiction
The Firelight Fairy Book,['Henry  Beston'],./data/1/9/2/0/19207/19207.txt,"Children's Myths, Fairy Tales, etc."
The Mummy and Miss Nitocris,['George Griffith'],./data/1/9/2/3/19231/19231.txt,Science Fiction
The Young Pitcher,['Zane Grey'],./data/1/9/2/4/19246/19246.txt,Western
The Lion of Petra,['Talbot Mundy'],./data/1/9/3/0/19307/19307.txt,Adventure
The Keeper,['Henry Beam Piper'],./data/1/9/3/3/19338/19338.txt,Science Fiction
In the Year 2889,"['Jules Verne', 'Michel Verne']",./data/1/9/3/6/19362/19362.txt,Science Fiction
Ullr Uprising,['Henry Beam Piper'],./data/1/9/3/7/19370/19370.txt,Science Fiction
Plays of Near & Far,['Lord Dunsany'],./data/1/9/3/9/19393/19393.txt,Fantasy
Scaramouche,['Rafael Sabatini'],./data/1/9/4/1947/1947.txt,Adventure
Omnilingual,['H. Beam Piper'],./data/1/9/4/4/19445/19445.txt,Science Fiction
Dorothy and the Wizard in Oz,['L Frank. Baum'],./data/1/9/4/5/19450/19450.txt,Fantasy
Badge of Infamy,['Lester del Rey'],./data/1/9/4/7/19471/19471.txt,Science Fiction
Uller Uprising,"['Henry Beam Piper', 'John D. Clark', 'John F. Carr']",./data/1/9/4/7/19474/19474.txt,Science Fiction
A Honeymoon in Space,['George Griffith'],./data/1/9/4/7/19476/19476.txt,Science Fiction
Four-Day Planet,['Henry Beam Piper'],./data/1/9/4/7/19478/19478.txt,Science Fiction
Stand by for Mars!,['Carey Rockwell'],./data/1/9/5/2/19526/19526.txt,Science Fiction
Captain Blood,['Rafael Sabatini'],./data/1/9/6/1965/1965.txt,Adventure
Key Out of Time,['Andre Alice Norton'],./data/1/9/6/5/19651/19651.txt,Science Fiction
Man of Many Minds,['E. Everett Evans'],./data/1/9/6/6/19660/19660.txt,Science Fiction
Forty-one Thieves,['Angelo Hall'],./data/1/9/6/9/19695/19695.txt,Western
Brood of the Witch-Queen,['Sax Rohmer'],./data/1/9/7/0/19706/19706.txt,Crime Fiction
Danger in Deep Space,['Carey Rockwell'],./data/1/9/7/0/19709/19709.txt,Science Fiction
The Laughing Prince,['Parker Fillmore'],./data/1/9/7/1/19713/19713.txt,"Children's Myths, Fairy Tales, etc."
The Door Through Space,['Marion Zimmer Bradley'],./data/1/9/7/2/19726/19726.txt,Science Fiction
Under the Ocean to the South Pole,['Roy Rockwood'],./data/1/9/7/3/19731/19731.txt,Science Fiction
The Fairy Book,['Dinah Maria Mulock'],./data/1/9/7/3/19734/19734.txt,"Children's Myths, Fairy Tales, etc."
The Outlet,['Andy Adams'],./data/1/9/8/1987/1987.txt,Western
Sunset Pass,['Charles King'],./data/1/9/9/2/19928/19928.txt,Western
Stop Look and Dig,['George O. Smith'],./data/1/9/9/6/19963/19963.txt,Science Fiction
Regeneration,['Charles Dye'],./data/1/9/9/6/19964/19964.txt,Science Fiction
Scottish Ghost Stories,"[""Elliott O'Donnell""]",./data/2/0/0/3/20034/20034.txt,Horror
The Cross-Cut,['Courtney Ryley Cooper'],./data/2/0/1/0/20104/20104.txt,Western
Lone Star Planet,"['Henry Beam Piper', 'John Joseph McGuire']",./data/2/0/1/2/20121/20121.txt,Science Fiction
The Cave of Gold,['Everett McNeil'],./data/2/0/1/2/20126/20126.txt,Western
The Wizard of the Sea,['Roy Rockwood'],./data/2/0/1/3/20132/20132.txt,Science Fiction
Rip Foster Rides the Gray Planet,['Blake Savage'],./data/2/0/1/4/20147/20147.txt,Science Fiction
Invaders from the Infinite,['John Wood Campbell'],./data/2/0/1/5/20154/20154.txt,Science Fiction
Police Your Planet,['Lester del Rey'],./data/2/0/2/1/20212/20212.txt,Science Fiction
Two Boys in Wyoming,['Edward S. Ellis'],./data/2/0/2/2/20223/20223.txt,Western
Tarzan the Terrible,['Edgar Rice Burroughs'],./data/2/0/2/2020/2020.txt,Adventure
The Yellow Claw,['Sax Rohmer'],./data/2/0/2/2028/2028.txt,Crime Fiction
Herein is Love,['Reuel L. Howe'],./data/2/0/2/8/20289/20289.txt,Love
Flatland: A Romance of Many Dimensions (Illustrated),['Edwin A. Abbot'],./data/2/0/201/201.txt,Science Fiction
The Turn of the Screw,['Henry James'],./data/2/0/209/209.txt,Horror
Wonderwings and other Fairy Stories,['Edith Howes'],./data/2/0/3/6/20366/20366.txt,"Children's Myths, Fairy Tales, etc."
A Thin Ghost and Others,['M.R.  James'],./data/2/0/3/8/20387/20387.txt,Horror
Highways in Hiding,['George Oliver Smith'],./data/2/0/5/1/20519/20519.txt,Science Fiction
The Last of the Plainsmen,['Zane Grey'],./data/2/0/5/2057/2057.txt,Western
